input,golds,options,preds,probs,subject
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان ياسر يقود سيارته وشعر بأن المحرك ضعيف وغير قادر على التسارع بشكل جيد. قرأ ياسر سابقًا دليل صيانة السيارات، والذي ينص على:""نسيان فرامل اليد مرفوعة أثناء القيادة يمكن أن يؤدي إلى ضعف عزم المحرك.""عندما لاحظ المشكلة، تأكد ياسر من أن فرامل اليد مرفوعة قليلًا وقام بإنزالها، فعاد المحرك إلى طبيعته.في المقابل، كان عمر يقود سيارته وواجه نفس المشكلة، لكنه لم يقرأ الدليل من قبل. عندما شعر بضعف عزم المحرك، اعتقد أن السبب هو قلة الزيت في المحرك.

Question: ضعف عزم المتور اثناء القيادة يكون احد اسبابه نسيان فرامل اليد اثناء المشي بالسيارة
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.74320865 0.25679132],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: السيناريو:كان خالد يقود سيارته في أحد الشوارع الرئيسية. قرأ خالد سابقًا قانون المرور، والذي ينص على:""يحظر تمامًا السير عكس اتجاه حركة المرور، لما يشكله من خطر على السلامة العامة.""ذات يوم، كان خالد في طريقه إلى العمل ورأى سيارة تسير عكس الاتجاه، مما تسبب في ارتباك كبير وحادث مروري. أدرك خالد أن هذا التصرف غير قانوني وخطير للغاية.في المقابل، كان فهد يقود سيارته في نفس المنطقة، لكنه لم يطلع على قوانين المرور مسبقًا. عندما رأى أحد السائقين يسير عكس الاتجاه، ظن أنه يُسمح بذلك في بعض الحالات لتوفير الوقت.

Question: لا يجوز الاتجاه عكس اتجاه حركة المرور.
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.804458   0.19554204],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كانت ليلى تقود سيارتها مع ابنها البالغ من العمر خمس سنوات. قرأت ليلى مسبقًا دليل السلامة المرورية، والذي ينص على:""يمنع تمامًا جلوس الأطفال دون سن السابعة في المقاعد الأمامية، حتى في حالات الضرورة، حفاظًا على سلامتهم في حال وقوع حادث.""ذات يوم، شاهدت ليلى أحد السائقين يسمح لطفله الصغير بالجلوس في المقعد الأمامي. قامت بتنبيهه بأن هذا مخالف للقوانين ويشكل خطرًا على الطفل.أما عماد، فلم يقرأ أي قوانين مرور من قبل. عندما اضطر لنقل طفل صغير، سمح له بالجلوس في المقعد الأمامي، معتقدًا أنه يجوز ذلك في الحالات الاستثنائية.

Question: يجوز عند الضرورة جلوس الطفل دون سن السابعة في المقاعد الأمامية
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.80908835 0.19091164],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان خالد يقود سيارته في طريق سريع عندما بدأت الشبورة المائية (الضباب الكثيف) بالظهور. تذكر خالد ما قرأه في دليل القيادة الآمنة، والذي ينص على:""عند القيادة في الشبورة المائية، يجب تهدئة السرعة واستخدام إشارات التحذير (صفارة الانتظار) لتجنب الحوادث.""على الجانب الآخر، كان صديقه سامر يقود في نفس الظروف، لكنه لم يطّلع مسبقًا على نصائح القيادة في الضباب. عندما رأى سيارة أمامه، ظن أن اتباعها بسرعة سيكون الطريقة الأفضل للقيادة في الضباب، معتقدًا أن السائق أمامه يعرف الطريق جيدًا.

Question: كنت تسير في الشبورة المائية فماذا تفعل؟
أ- اقوم بتهدأة السرعة مع استخدام صفارة الانتظار
ب- زيادة السرعة لملاحقة السيارة التي امامي حتى تكون دليلي في الطريق
ج- اقوم بفتح النوافذ واستخدام المساحات والسير بالسرعة العادية
Correct option number is:",0,"['أ- اقوم بتهدأة السرعة مع استخدام صفارة الانتظار', 'ب- زيادة السرعة لملاحقة السيارة التي امامي حتى تكون دليلي في الطريق', 'ج- اقوم بفتح النوافذ واستخدام المساحات والسير بالسرعة العادية']",أ,[0.8562062  0.06979253 0.07400136],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: أحمد يعمل ميكانيكي سيارات، وقرأ في دليل الصيانة أن:""يجب أن يكون مستوى الزيت بين العلامة العليا والعلامة السفلى على المقياس، فلا يزيد عن العلامة العليا ولا يقل عن السفلى.""أما صديقه يوسف، فلم يطلع على هذا الدليل، ويعتقد أن زيادة مستوى الزيت عن العلامة العليا لا تؤثر على المحرك.

Question: الكشف على الزيت عن طريق المقياس المعد لقياس الزيت لا بد ان لا يزيد عن العلامة العليا وان لا يقل عن العلامة السفلى.
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.82941335 0.17058665],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان ياسر يواجه مشكلة في سيارته، حيث لاحظ ارتفاع حرارة المحرك أثناء القيادة. قرأ في دليل صيانة السيارة:""من الأسباب الشائعة لارتفاع درجة حرارة المحرك توقف مروحة التبريد عن العمل، مما يؤدي إلى عدم تبريد سائل التبريد بشكل كافٍ.""أما صديقه خالد، فلم يطّلع على دليل السيارة من قبل، لكنه سمع من أحد الميكانيكيين أن ارتفاع الحرارة يكون دائمًا بسبب نقص ماء الراديتر فقط، دون النظر إلى الأسباب الأخرى.

Question: عند ارتفاع حرارة المحرك يكون احد الاسباب توقف مروحة تبريد المحرك.
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.7149826  0.28501734],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان أحمد يقود سيارته على الطريق السريع، وقرأ لافتة مرورية تقول:""يجب على جميع السائقين الالتزام بحارة السير المخصصة لهم وعدم تغييرها إلا عند الضرورة مع استخدام الإشارات التنبيهية.""أما صديقه خالد، فقد تعلم القيادة من والده، الذي أخبره أنه يمكنه تغيير الحارات بحرية طالما أن الطريق فارغ، دون الحاجة إلى إشارات أو النظر في المرآة.

Question: على قائد المركبة ان يلتزم دائما بحارة السير المخصصة له
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.7710313  0.22896868],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان خالد يتدرب على القيادة في أحد الميادين، وقرأ في دليل تعليم القيادة:""يُمنع الرجوع بالمركبة للخلف لمسافة طويلة، إلا في حالات الضرورة القصوى، وبما لا يتجاوز المسافة المطلوبة لإتمام المناورة بأمان.""أما صديقه عمر، فقد تعلم القيادة من أحد أقاربه، الذي أخبره أنه يمكن الرجوع بالسيارة للخلف لمسافة طويلة طالما أن الطريق خالٍ من السيارات.

Question: يمكن الرجوع بسيارتك للخلف لمسافة خمسون مترا.
أ- العبارة صحيحة
ب- العبارة خاطئة
Correct option number is:",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",أ,[0.6537787 0.3462213],Driving Test
"You are an expert in Driving Test at the unknown level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Driving Test concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Driving Test-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Driving Test-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Driving Test
at the unknown. Question:
BackStory: كان يوسف يحضر دورة في السلامة المرورية، وقرأ في دليل القيادة:""عند انفجار أحد الإطارات أثناء القيادة فوق كوبري، يُنصح بعدم التوقف لتغيير الإطار فوق الكوبري. بدلاً من ذلك، يجب النزول إلى مكان آمن بعيد عن حركة المرور لإجراء التغيير بأمان.""أما صديقه كريم، فقد تعلم القيادة من شخص آخر، وأخبره أنه يمكن تغيير الإطار في أي مكان طالما أنه يستخدم الإشارات التحذيرية.

Question: وانت تقود فوق كبري انفجرت احد الاطارات، ماذا تفعل؟
أ- اقوم بوضع علامة ارشادية واقوم بتغيير العجلة فوق الكبري
ب- انزل من فوق الكبري واغيرها في مكان اخر
ج- اقف مكاني واحاول تغيير الاطارات بسرعة
Correct option number is:",1,"['أ- اقوم بوضع علامة ارشادية واقوم بتغيير العجلة فوق الكبري', 'ب- انزل من فوق الكبري واغيرها في مكان اخر', 'ج- اقف مكاني واحاول تغيير الاطارات بسرعة']",أ,[0.75663227 0.07558926 0.1677784 ],Driving Test
"You are an expert in Accounting at the university level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Accounting concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Accounting-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Accounting-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Accounting
at the university. Question:
BackStory: قرأ خالد في كتاب المحاسبة أن:""المراجعة هي فرع من فروع المحاسبة يهدف إلى التحقق من صحة وسلامة المعلومات المالية، مما يضفي مزيدًا من الثقة على هذه المعلومات.""أما صديقه سامي، فقد درس المحاسبة الحكومية فقط ولم يطلع على تعريف المراجعة. لذلك، يعتقد أن التحقق من صحة المعلومات المالية هو من اختصاص المحاسبة الحكومية.

Question: فرع محاسبً ٌهدف إلى التحقق من صحة وسالمة المعلومات المالٌة بما ٌضفى مزٌداً من الثقـة على هذه المعلومات
أ- المحاسبة الحكومٌة
ب- المحاسبة الدولٌة
ج- المراجعة
د- المحاسبة االجتماعٌة
Correct option number is:",2,"['أ- المحاسبة الحكومٌة', 'ب- المحاسبة الدولٌة', 'ج- المراجعة', 'د- المحاسبة االجتماعٌة']",أ,[0.43623713 0.06984268 0.22505023 0.26886994],Accounting
"You are an expert in Accounting at the university level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Accounting concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Accounting-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Accounting-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Accounting
at the university. Question:
BackStory: محمد يدرس المحاسبة، وقرأ في كتابه أن:""الخصائص النوعية للمعلومات المحاسبية تشمل الملاءمة، والمصداقية، والقابلية للمقارنة.""أما صديقه أحمد، فلم يقرأ هذا الكتاب ويعتقد أن المصداقية فقط هي الخاصية الأهم للمعلومات المحاسبية.

Question: من الخصائص النوعٌة للمعلومات المحاسبٌة
أ- المالءمة
ب- المصداقٌة
ج- القابلٌة للمقارنة
د- كل ما سبق
Correct option number is:",3,"['أ- المالءمة', 'ب- المصداقٌة', 'ج- القابلٌة للمقارنة', 'د- كل ما سبق']",أ,[0.44408894 0.07791302 0.12858126 0.34941676],Accounting
"You are an expert in Accounting at the university level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Accounting concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Accounting-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Accounting-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Accounting
at the university. Question:
BackStory: درس خالد في كتاب المحاسبة أن:""ميزان المراجعة يُعد بغرض التحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويُعتبر مقدمة أساسية لإعداد القوائم المالية.""أما صديقه سامي، فلم يقرأ هذا الكتاب ويعتقد أن دفتر الأستاذ هو الأداة الأساسية للتحقق من صحة التسجيلات المحاسبية.

Question: مختبر ٌعد بغرض التحقق من صحة تسجٌل العملٌـات وترحٌلها وترصٌدها ، وٌعتبر مقدمـة أساسٌة إلعداد القوائم المالٌة
أ- دفتر الٌومٌة
ب- دفتر األستاذ
ج- مٌزان المراجعة
د- الشىء مما سبق
Correct option number is:",2,"['أ- دفتر الٌومٌة', 'ب- دفتر األستاذ', 'ج- مٌزان المراجعة', 'د- الشىء مما سبق']",أ,[0.47560287 0.07981592 0.24391386 0.20066734],Accounting
"You are an expert in Accounting at the university level.
Analyze the given multiple-choice question and
provide the correct answer using this approach:

Carefully read the question and options
Identify core Accounting concepts and required
knowledge
Analyze each option for relevance, accuracy,
and consistency
Consider Accounting-specific context and factors
Use elimination and comparative analysis
Select the most accurate answer
Maintain objectivity, consider Accounting-specific
sensitivities, and base your decision on verifiable
facts and sound logical reasoning within Accounting
at the university. Question:
BackStory: قرأت سارة في كتاب المحاسبة أن:""فرض الشخصية المعنوية يقضي بأن للمنشأة كيان قانوني مستقل، ويتم التعامل باسمها، ولها سجلاتها وحساباتها المنفصلة عن المالك.""أما صديقها يوسف، فلم يقرأ هذا الكتاب ويعتقد أن فرض الاستمرارية هو الذي يعني أن المنشأة تُعامل ككيان مستقل عن مالكها.

Question: فرض محاسبى ٌقضى بؤن للمنشؤة كٌان قانونى مستقل وٌتم التعـامل باسمها ولها سجالتهـا وحساباتها المنفصلة عن المالك
أ- االستمرارٌة
ب- الشخصٌة المعنوٌة
ج- الفترٌة
د- القٌاس النقدي
Correct option number is:",1,"['أ- االستمرارٌة', 'ب- الشخصٌة المعنوٌة', 'ج- الفترٌة', 'د- القٌاس النقدي']",أ,[0.4362565  0.1454694  0.14786987 0.2704042 ],Accounting
