input,golds,options,preds,probs,subject
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان ياسر يقود سيارته وشعر بأن المحرك ضعيف وغير قادر على التسارع بشكل جيد. قرأ ياسر سابقًا دليل صيانة السيارات، والذي ينص على:""نسيان فرامل اليد مرفوعة أثناء القيادة يمكن أن يؤدي إلى ضعف عزم المحرك.""عندما لاحظ المشكلة، تأكد ياسر من أن فرامل اليد مرفوعة قليلًا وقام بإنزالها، فعاد المحرك إلى طبيعته.في المقابل، كان عمر يقود سيارته وواجه نفس المشكلة، لكنه لم يقرأ الدليل من قبل. عندما شعر بضعف عزم المحرك، اعتقد أن السبب هو قلة الزيت في المحرك.

This is the end of the dialogue. Now, answer the following question.
Question: ضعف عزم المتور اثناء القيادة يكون احد اسبابه نسيان فرامل اليد اثناء المشي بالسيارة
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.37444144 0.62555856],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: السيناريو:كان خالد يقود سيارته في أحد الشوارع الرئيسية. قرأ خالد سابقًا قانون المرور، والذي ينص على:""يحظر تمامًا السير عكس اتجاه حركة المرور، لما يشكله من خطر على السلامة العامة.""ذات يوم، كان خالد في طريقه إلى العمل ورأى سيارة تسير عكس الاتجاه، مما تسبب في ارتباك كبير وحادث مروري. أدرك خالد أن هذا التصرف غير قانوني وخطير للغاية.في المقابل، كان فهد يقود سيارته في نفس المنطقة، لكنه لم يطلع على قوانين المرور مسبقًا. عندما رأى أحد السائقين يسير عكس الاتجاه، ظن أنه يُسمح بذلك في بعض الحالات لتوفير الوقت.

This is the end of the dialogue. Now, answer the following question.
Question: لا يجوز الاتجاه عكس اتجاه حركة المرور.
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.34636322 0.65363675],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كانت ليلى تقود سيارتها مع ابنها البالغ من العمر خمس سنوات. قرأت ليلى مسبقًا دليل السلامة المرورية، والذي ينص على:""يمنع تمامًا جلوس الأطفال دون سن السابعة في المقاعد الأمامية، حتى في حالات الضرورة، حفاظًا على سلامتهم في حال وقوع حادث.""ذات يوم، شاهدت ليلى أحد السائقين يسمح لطفله الصغير بالجلوس في المقعد الأمامي. قامت بتنبيهه بأن هذا مخالف للقوانين ويشكل خطرًا على الطفل.أما عماد، فلم يقرأ أي قوانين مرور من قبل. عندما اضطر لنقل طفل صغير، سمح له بالجلوس في المقعد الأمامي، معتقدًا أنه يجوز ذلك في الحالات الاستثنائية.

This is the end of the dialogue. Now, answer the following question.
Question: يجوز عند الضرورة جلوس الطفل دون سن السابعة في المقاعد الأمامية
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.32198286 0.67801714],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان خالد يقود سيارته في طريق سريع عندما بدأت الشبورة المائية (الضباب الكثيف) بالظهور. تذكر خالد ما قرأه في دليل القيادة الآمنة، والذي ينص على:""عند القيادة في الشبورة المائية، يجب تهدئة السرعة واستخدام إشارات التحذير (صفارة الانتظار) لتجنب الحوادث.""على الجانب الآخر، كان صديقه سامر يقود في نفس الظروف، لكنه لم يطّلع مسبقًا على نصائح القيادة في الضباب. عندما رأى سيارة أمامه، ظن أن اتباعها بسرعة سيكون الطريقة الأفضل للقيادة في الضباب، معتقدًا أن السائق أمامه يعرف الطريق جيدًا.

This is the end of the dialogue. Now, answer the following question.
Question: كنت تسير في الشبورة المائية فماذا تفعل؟
Options:
أ- اقوم بتهدأة السرعة مع استخدام صفارة الانتظار
ب- زيادة السرعة لملاحقة السيارة التي امامي حتى تكون دليلي في الطريق
ج- اقوم بفتح النوافذ واستخدام المساحات والسير بالسرعة العادية
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- اقوم بتهدأة السرعة مع استخدام صفارة الانتظار', 'ب- زيادة السرعة لملاحقة السيارة التي امامي حتى تكون دليلي في الطريق', 'ج- اقوم بفتح النوافذ واستخدام المساحات والسير بالسرعة العادية']",ب,[0.41490003 0.55599403 0.02910595],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: أحمد يعمل ميكانيكي سيارات، وقرأ في دليل الصيانة أن:""يجب أن يكون مستوى الزيت بين العلامة العليا والعلامة السفلى على المقياس، فلا يزيد عن العلامة العليا ولا يقل عن السفلى.""أما صديقه يوسف، فلم يطلع على هذا الدليل، ويعتقد أن زيادة مستوى الزيت عن العلامة العليا لا تؤثر على المحرك.

This is the end of the dialogue. Now, answer the following question.
Question: الكشف على الزيت عن طريق المقياس المعد لقياس الزيت لا بد ان لا يزيد عن العلامة العليا وان لا يقل عن العلامة السفلى.
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.31756818 0.6824319 ],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان ياسر يواجه مشكلة في سيارته، حيث لاحظ ارتفاع حرارة المحرك أثناء القيادة. قرأ في دليل صيانة السيارة:""من الأسباب الشائعة لارتفاع درجة حرارة المحرك توقف مروحة التبريد عن العمل، مما يؤدي إلى عدم تبريد سائل التبريد بشكل كافٍ.""أما صديقه خالد، فلم يطّلع على دليل السيارة من قبل، لكنه سمع من أحد الميكانيكيين أن ارتفاع الحرارة يكون دائمًا بسبب نقص ماء الراديتر فقط، دون النظر إلى الأسباب الأخرى.

This is the end of the dialogue. Now, answer the following question.
Question: عند ارتفاع حرارة المحرك يكون احد الاسباب توقف مروحة تبريد المحرك.
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.3631859  0.63681406],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان أحمد يقود سيارته على الطريق السريع، وقرأ لافتة مرورية تقول:""يجب على جميع السائقين الالتزام بحارة السير المخصصة لهم وعدم تغييرها إلا عند الضرورة مع استخدام الإشارات التنبيهية.""أما صديقه خالد، فقد تعلم القيادة من والده، الذي أخبره أنه يمكنه تغيير الحارات بحرية طالما أن الطريق فارغ، دون الحاجة إلى إشارات أو النظر في المرآة.

This is the end of the dialogue. Now, answer the following question.
Question: على قائد المركبة ان يلتزم دائما بحارة السير المخصصة له
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",0,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.37213778 0.6278622 ],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان خالد يتدرب على القيادة في أحد الميادين، وقرأ في دليل تعليم القيادة:""يُمنع الرجوع بالمركبة للخلف لمسافة طويلة، إلا في حالات الضرورة القصوى، وبما لا يتجاوز المسافة المطلوبة لإتمام المناورة بأمان.""أما صديقه عمر، فقد تعلم القيادة من أحد أقاربه، الذي أخبره أنه يمكن الرجوع بالسيارة للخلف لمسافة طويلة طالما أن الطريق خالٍ من السيارات.

This is the end of the dialogue. Now, answer the following question.
Question: يمكن الرجوع بسيارتك للخلف لمسافة خمسون مترا.
Options:
أ- العبارة صحيحة
ب- العبارة خاطئة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",1,"['أ- العبارة صحيحة', 'ب- العبارة خاطئة']",ب,[0.29996264 0.70003736],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: كان يوسف يحضر دورة في السلامة المرورية، وقرأ في دليل القيادة:""عند انفجار أحد الإطارات أثناء القيادة فوق كوبري، يُنصح بعدم التوقف لتغيير الإطار فوق الكوبري. بدلاً من ذلك، يجب النزول إلى مكان آمن بعيد عن حركة المرور لإجراء التغيير بأمان.""أما صديقه كريم، فقد تعلم القيادة من شخص آخر، وأخبره أنه يمكن تغيير الإطار في أي مكان طالما أنه يستخدم الإشارات التحذيرية.

This is the end of the dialogue. Now, answer the following question.
Question: وانت تقود فوق كبري انفجرت احد الاطارات، ماذا تفعل؟
Options:
أ- اقوم بوضع علامة ارشادية واقوم بتغيير العجلة فوق الكبري
ب- انزل من فوق الكبري واغيرها في مكان اخر
ج- اقف مكاني واحاول تغيير الاطارات بسرعة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",1,"['أ- اقوم بوضع علامة ارشادية واقوم بتغيير العجلة فوق الكبري', 'ب- انزل من فوق الكبري واغيرها في مكان اخر', 'ج- اقف مكاني واحاول تغيير الاطارات بسرعة']",ب,[0.31683365 0.6492255  0.03394085],Driving Test
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: قرأ خالد في كتاب المحاسبة أن:""المراجعة هي فرع من فروع المحاسبة يهدف إلى التحقق من صحة وسلامة المعلومات المالية، مما يضفي مزيدًا من الثقة على هذه المعلومات.""أما صديقه سامي، فقد درس المحاسبة الحكومية فقط ولم يطلع على تعريف المراجعة. لذلك، يعتقد أن التحقق من صحة المعلومات المالية هو من اختصاص المحاسبة الحكومية.

This is the end of the dialogue. Now, answer the following question.
Question: فرع محاسبً ٌهدف إلى التحقق من صحة وسالمة المعلومات المالٌة بما ٌضفى مزٌداً من الثقـة على هذه المعلومات
Options:
أ- المحاسبة الحكومٌة
ب- المحاسبة الدولٌة
ج- المراجعة
د- المحاسبة االجتماعٌة
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",2,"['أ- المحاسبة الحكومٌة', 'ب- المحاسبة الدولٌة', 'ج- المراجعة', 'د- المحاسبة االجتماعٌة']",ب,[0.26789024 0.4988608  0.04703753 0.18621138],Accounting
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: محمد يدرس المحاسبة، وقرأ في كتابه أن:""الخصائص النوعية للمعلومات المحاسبية تشمل الملاءمة، والمصداقية، والقابلية للمقارنة.""أما صديقه أحمد، فلم يقرأ هذا الكتاب ويعتقد أن المصداقية فقط هي الخاصية الأهم للمعلومات المحاسبية.

This is the end of the dialogue. Now, answer the following question.
Question: من الخصائص النوعٌة للمعلومات المحاسبٌة
Options:
أ- المالءمة
ب- المصداقٌة
ج- القابلٌة للمقارنة
د- كل ما سبق
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",3,"['أ- المالءمة', 'ب- المصداقٌة', 'ج- القابلٌة للمقارنة', 'د- كل ما سبق']",ب,[0.31712326 0.45199847 0.04498398 0.18589431],Accounting
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: درس خالد في كتاب المحاسبة أن:""ميزان المراجعة يُعد بغرض التحقق من صحة تسجيل العمليات وترحيلها وترصيدها، ويُعتبر مقدمة أساسية لإعداد القوائم المالية.""أما صديقه سامي، فلم يقرأ هذا الكتاب ويعتقد أن دفتر الأستاذ هو الأداة الأساسية للتحقق من صحة التسجيلات المحاسبية.

This is the end of the dialogue. Now, answer the following question.
Question: مختبر ٌعد بغرض التحقق من صحة تسجٌل العملٌـات وترحٌلها وترصٌدها ، وٌعتبر مقدمـة أساسٌة إلعداد القوائم المالٌة
Options:
أ- دفتر الٌومٌة
ب- دفتر األستاذ
ج- مٌزان المراجعة
د- الشىء مما سبق
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",2,"['أ- دفتر الٌومٌة', 'ب- دفتر األستاذ', 'ج- مٌزان المراجعة', 'د- الشىء مما سبق']",ب,[0.25305045 0.49441192 0.05715192 0.19538575],Accounting
"I give you a phrase of a dialogue between agents. I will reveal more parts of it later. At the end, I will give you a question you must answer. For each phrase, you must:
# 1. Write down a succinct description of what each agent knows about the environment and about the other agents. Keep the description short and do not produce redundant information. 
Here's the dialogue:

BackStory: قرأت سارة في كتاب المحاسبة أن:""فرض الشخصية المعنوية يقضي بأن للمنشأة كيان قانوني مستقل، ويتم التعامل باسمها، ولها سجلاتها وحساباتها المنفصلة عن المالك.""أما صديقها يوسف، فلم يقرأ هذا الكتاب ويعتقد أن فرض الاستمرارية هو الذي يعني أن المنشأة تُعامل ككيان مستقل عن مالكها.

This is the end of the dialogue. Now, answer the following question.
Question: فرض محاسبى ٌقضى بؤن للمنشؤة كٌان قانونى مستقل وٌتم التعـامل باسمها ولها سجالتهـا وحساباتها المنفصلة عن المالك
Options:
أ- االستمرارٌة
ب- الشخصٌة المعنوٌة
ج- الفترٌة
د- القٌاس النقدي
Think step by step, answer with one word and provide the answer between <answer></answer> tags.
For example, reply with <answer>vase</answer>.",1,"['أ- االستمرارٌة', 'ب- الشخصٌة المعنوٌة', 'ج- الفترٌة', 'د- القٌاس النقدي']",ب,[0.2510696  0.5175991  0.04639664 0.18493468],Accounting
